Age,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,BMI,Drafted,Pos_C,Pos_CB,Pos_DB,Pos_DE,Pos_DT,Pos_FB,Pos_FS,Pos_ILB,Pos_K,Pos_LS,Pos_OG,Pos_OLB,Pos_OT,Pos_P,Pos_QB,Pos_RB,Pos_S,Pos_SS,Pos_TE,Pos_WR,PosType_backs_receivers,PosType_defensive_back,PosType_defensive_lineman,PosType_kicking_specialist,PosType_line_backer,PosType_offensive_lineman,PosType_other_special
20.0,1.905,144.695966,4.93,68.58,24.0,266.7,39.87185705,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.9812,147.8711126,5.38,73.66,33.0,243.84,37.67269608,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8034,101.1510985,4.55,83.82,27.0,304.8,31.10186794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,1.778,81.6466266,4.45,83.82,14.0,289.56,25.82704578,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.8796,113.3980925,4.7,85.09,22.0,279.4,32.09777117,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.905,108.8621688,4.65,86.36,17.0,292.1,29.9976354,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.8542,139.70645,5.28,60.96,30.0,256.54,40.63528439,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.9812,143.7887813,5.5,73.66,20.0,241.3,36.63265233,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8796,134.7169339,4.98,71.12,29.0,264.16,38.13215215,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.8542,103.8726527,4.71,82.55,24.0,287.02,30.21259781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.9558,112.4909078,4.56,88.9,18.0,320.04,29.4082064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,1.778,90.26488163,4.42,90.17,19.0,304.8,28.55323395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1.778,87.08973504,4.43,90.17,19.0,309.88,27.54884884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.9304,108.8621688,5.12,64.77,18.0,259.08,29.21341744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8796,89.35769689,4.52,90.17,18.0,322.58,25.29304368,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8542,137.4384881,4.98,73.66,49.0,266.7,39.97562069,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,2.0066,142.4280042,5.18,80.01,29.0,276.86,35.37315302,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8542,109.3157612,4.65,77.47,23.0,289.56,31.79579071,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.8796,97.52235955,4.83,74.93,18.0,269.24,27.6040832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,1.8542,91.62565874,4.53,97.79,18.0,312.42,26.65041379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1.9304,95.70799007,4.48,87.63,18.0,320.04,25.68346283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,1.9304,98.42954429,4.53,88.9,12.0,314.96,26.41379827,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,1.9558,139.70645,5.28,78.74,28.0,259.08,36.52309505,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8542,112.4909078,4.4,106.68,21.0,325.12,32.7193199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.905,151.4998516,5.09,74.93,31.0,254.0,41.74670926,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8288,112.4909078,4.87,72.39,22.0,259.08,33.6345015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,1.9558,115.212462,4.53,95.25,23.0,302.26,30.11969527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21.0,1.8542,94.80080533,4.62,87.63,18.0,307.34,27.57394298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,1.8796,104.7798375,4.51,102.87,27.0,327.66,29.65834056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.905,143.7887813,5.39,67.31,24.0,248.92,39.62187676,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.905,119.7483857,4.68,78.74,23.5,292.1,32.99739894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.7526,84.36818082,4.37,93.98,20.0,309.88,27.46711653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,1.9558,139.2528576,4.93,72.39,29.0,261.62,36.40451357,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.778,86.63614267,4.46,97.79,13.0,320.04,27.40536525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.9558,136.077711,5.31,73.66,25.0,261.62,35.57444323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8288,96.61517481,4.37,87.63,21.0,314.96,28.88769685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8796,112.0373154,4.87,90.17,23.0,294.64,31.71259791,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,1.8542,109.3157612,4.57,86.36,25.0,298.45000000000005,31.79579071,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.778,92.07925111,4.53,86.36,10.0,281.94,29.1271683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.9558,143.3351889,5.11,72.39,26.0,261.62,37.47174687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.905,108.4085764,4.65,81.28,21.0,292.1,29.87264525,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.8288,91.62565874,4.58,88.9,11.0,292.1,27.39584396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.9558,111.583723,4.64,90.17,16.0,281.94,29.17104345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21.0,1.905,111.583723,4.42,93.98,21.0,320.04,30.74757628,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.8542,94.34721296,4.57,87.63,23.0,307.34,27.44201024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.8796,118.8412009,5.14,72.39,22.0,269.24,33.63846418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8542,108.8621688,4.74,83.82,22.0,294.64,31.66385797,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.905,112.9445001,4.54,107.95,23.0,330.2,31.12254673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22.0,1.8796,106.594207,4.62,91.44,18.0,307.34,30.1719049,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.0,1.8288,102.965468,4.56,96.52,21.0,309.88,30.78641871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,1.8034,78.92507238,4.43,90.17,14.0,312.42,24.26782521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.9304,131.9953797,4.84,78.74,28.0,287.02,35.42126864,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8796,111.1301307,4.59,85.09,20.0,281.94,31.45581574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22.0,1.8034,108.4085764,4.71,78.74,20.0,264.16,33.33339209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.9558,145.6031508,5.18,71.12,23.0,246.38,38.06465425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.9304,138.3456729,5.18,68.58,26.0,256.54,37.12538466,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.8288,90.718474,4.44,85.09,14.0,276.86,27.12459798,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,1.9304,138.3456729,4.96,73.66,28.0,266.7,37.12538466,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8288,102.0582833,4.45,86.36,20.0,289.56,30.51517273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23.0,1.9304,115.6660544,4.88,80.01,26.0,269.24,31.03925603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,1.778,86.63614267,4.46,85.09,16.0,292.1,27.40536525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,1.9558,131.5417873,4.81,93.98,34.0,304.8,34.38862845,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.905,99.33672903,5.06,74.93,18.0,264.16,27.3728423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,1.8034,99.33672903,4.74,82.55,24.0,279.4,30.5439869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21.0,1.7526,86.63614267,4.46,90.17,13.0,287.02,28.20547988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8796,112.0373154,4.84,87.63,26.0,302.26,31.71259791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1.8796,119.2947933,4.65,77.47,30.0,287.02,33.76685527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.9558,141.0672271,5.0,64.77,24.0,254.0,36.87883948,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,2.0066,141.0672271,5.21,74.93,28.0,266.7,35.03519296,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8288,88.45051215,4.54,90.17,10.0,309.88,26.44648303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.7526,100.6975061,4.54,93.98,27.0,304.8,32.78333264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,1.8542,133.3561568,5.06,77.47,31.0,284.48,38.78822601,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.9304,143.7887813,5.2,68.58,26.0,256.54,38.58605553,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8288,92.98643585,4.5,87.63,21.0,289.56,27.80271293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,1.905,140.1600423,5.39,59.69,29.0,251.46,38.62195558,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.9304,106.1406146,4.61,85.09,18.0,304.8,28.483082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,1.9304,103.4190604,4.49,106.68,20.0,327.66,27.75274657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.8542,92.53284348,4.52,90.17,24.0,294.64,26.91427927,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,1.905,129.2738255,4.71,92.71,27.0,297.18,35.62219204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.905,122.4699399,4.62,92.71,30.0,317.5,33.74733982,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.8796,151.953444,5.25,63.5,27.0,236.22,43.01101336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.8796,135.6241186,5.27,64.77,27.0,241.3,38.38893432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.9304,101.1510985,4.87,82.55,18.0,279.4,27.1441337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.0,1.8796,135.1705263,4.97,69.85,27.0,259.08,38.26054323,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.8034,83.91458845,4.41,87.63,16.0,287.02,25.80199806,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8034,84.82177319,4.68,85.09,12.0,307.34,26.08093858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1.8542,108.4085764,4.84,80.01,22.0,292.1,31.53192523,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1.9304,139.70645,5.18,64.77,30.0,248.92,37.49055238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.778,88.45051215,4.45,97.79,26.0,302.26,27.9792996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,1.7526,92.07925111,4.4,96.52,25.0,320.04,29.97755192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8542,95.2543977,4.53,93.98,15.0,304.8,27.70587572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20.0,1.9304,120.2019781,4.62,86.36,22.0,294.64,32.25648175,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.905,94.80080533,4.56,85.09,14.0,304.8,26.12294083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.905,110.2229459,4.65,87.63,25.0,309.88,30.37260584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23.0,1.8542,99.33672903,4.59,78.74,19.0,304.8,28.8932704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,1.905,111.1301307,4.69,85.09,18.0,299.72,30.62258614,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,1.8288,87.08973504,4.31,101.6,16.0,332.74,26.03961406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1.8288,104.3262451,4.62,87.63,21.0,299.72,31.19328768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,1.9558,137.4384881,5.12,63.5,26.0,243.84,35.93018766,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.9304,128.3666407,4.75,80.01,23.5,281.94,34.44748806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1.8542,108.8621688,4.66,90.17,32.0,281.94,31.66385797,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.9812,117.4804238,4.83,83.82,20.0,294.64,29.93014811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22.0,1.9304,138.7992652,5.18,72.39,26.0,274.32,37.24710723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8796,103.8726527,4.63,86.36,18.0,294.64,29.40155839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22.0,1.9304,142.8815966,5.18,67.31,27.0,246.38,38.34261039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.8542,100.2439138,4.5,87.63,19.0,297.18,29.15713588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,1.8288,86.1825503,4.5,81.28,18.0,299.72,25.76836808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.9304,118.3876086,4.84,90.17,30.0,302.26,31.76959146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8542,89.81128926,4.4,90.17,19.0,309.88,26.12268282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.9558,162.3860685,5.26,77.47,33.0,266.7,42.45216892,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,2.032,144.695966,4.96,81.28,21.0,279.4,35.04362436,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,2.0066,114.7588696,5.37,60.96,18.0,261.62,28.50129845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8034,102.0582833,4.65,91.44,18.0,299.72,31.38080846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,1.778,95.2543977,4.49,86.36,31.0,292.1,30.13155341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23.0,1.9812,120.6555704,4.94,73.66,25.0,274.32,30.73907104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22.0,1.9304,113.3980925,4.42,91.44,23.0,314.96,30.43064316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.7526,97.52235955,4.62,80.01,21.0,299.72,31.74962395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,1.9304,130.1810102,4.74,78.74,25.0,297.18,34.93437835,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.9558,119.7483857,4.79,82.55,23.5,292.1,31.30551004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8034,86.63614267,4.59,81.28,13.0,279.4,26.63881962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8796,140.1600423,4.84,77.47,38.0,284.48,39.67284516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8288,95.70799007,4.62,83.82,11.0,274.32,28.61645087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21.0,1.8288,93.44002822,4.38,96.52,15.0,325.12,27.93833592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8288,109.7693535,4.75,80.01,21.0,297.18,32.82076356,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.9812,146.5103355,5.21,66.04,25.0,254.0,37.32601483,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1.7526,83.91458845,4.46,95.25,11.0,314.96,27.31944386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1.8034,95.70799007,4.4,86.36,19.0,297.18,29.42822482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23.0,1.9558,156.94296,5.19,73.66,26.0,266.7,41.02919119,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.9304,142.8815966,4.96,66.04,27.0,269.24,38.34261039,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8796,99.7903214,4.84,83.82,18.0,271.78,28.24603863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22.0,1.7526,85.72895793,4.56,87.63,16.0,304.8,27.91013454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1.778,93.89362059,4.51,87.63,18.0,299.72,29.70110265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23.0,1.9558,147.4175203,5.31,73.66,29.0,261.62,38.53898016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8542,79.83225712,4.28,85.09,5.0,307.34,23.22016251,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8288,87.99691978,4.43,91.44,13.0,299.72,26.31086004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,1.905,141.9744118,5.29,72.39,30.0,254.0,39.12191617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,1.8288,87.99691978,4.33,87.63,13.0,299.72,26.31086004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8288,86.63614267,4.38,87.63,15.0,320.04,25.90399107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.8542,104.7798375,4.78,83.82,13.0,294.64,30.4764633,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1.905,127.0058636,4.89,77.47,26.0,279.4,34.9972413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8288,89.35769689,4.42,95.25,12.0,312.42,26.71772901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1.8796,136.5313034,5.12,78.74,23.0,264.16,38.64571649,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8288,102.965468,4.64,84.455,23.0,289.56,30.78641871,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0,1.8288,89.81128926,4.62,76.2,14.0,287.02,26.853352,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,1.7018,87.54332741,4.56,87.63,17.0,284.48,30.22776317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,1.8542,111.583723,4.8,81.28,22.0,276.86,32.45545442,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,1.905,140.6136347,5.36,66.04,29.0,233.68,38.74694572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1.8542,80.28584949,4.87,85.09,14.0,288.28999999999996,23.35209525,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
